draw_date,draw_index,jackpot_usd,w1,w2,w3,w4,w5,pb,powerplay
2/3/2010,1,115000000,17,22,36,37,52,24,2
2/6/2010,2,140000000,14,22,52,54,59,4,3
2/10/2010,3,20000000,5,8,29,37,38,34,5
2/13/2010,4,25000000,10,14,30,40,51,1,4
2/17/2010,5,40000000,7,8,19,26,36,15,3
2/20/2010,6,57000000,13,27,37,41,54,32,2
2/24/2010,7,76000000,4,17,35,50,57,12,2
2/27/2010,8,95000000,18,47,51,53,58,30,2
3/3/2010,9,114000000,7,9,14,45,49,23,4
3/6/2010,10,139000000,10,29,33,41,59,15,2
3/10/2010,11,170000000,17,21,37,41,50,1,2
3/13/2010,12,200000000,6,16,20,31,36,8,5
3/17/2010,13,20000000,24,26,45,48,55,8,2
3/20/2010,14,28000000,9,36,39,44,45,9,2
3/24/2010,15,43000000,14,20,24,39,49,7,3
3/27/2010,16,60000000,7,21,32,44,52,10,4
3/31/2010,17,81000000,5,13,17,45,54,12,5
4/3/2010,18,103000000,10,15,31,52,59,4,4
4/7/2010,19,125000000,4,36,40,44,52,33,2
4/10/2010,20,150000000,21,22,49,52,58,34,2
4/14/2010,21,175000000,6,14,32,38,52,20,3
4/17/2010,22,212000000,5,21,22,41,49,15,5
4/21/2010,23,252000000,11,34,41,49,55,20,2
4/24/2010,24,20000000,1,12,53,56,57,5,2
4/28/2010,25,30000000,12,22,25,28,44,24,4
5/1/2010,26,45000000,16,23,25,49,58,20,4
5/5/2010,27,60000000,13,34,40,47,57,11,4
5/8/2010,28,80000000,5,22,34,41,57,31,5
5/12/2010,29,97000000,37,51,52,53,58,38,2
5/15/2010,30,120000000,15,21,23,28,36,20,2
5/19/2010,31,145000000,2,7,29,55,58,27,3
5/22/2010,32,170000000,19,20,40,47,57,29,2
5/26/2010,33,190000000,1,6,10,13,20,32,4
5/29/2010,34,220000000,1,3,24,28,41,10,4
6/2/2010,35,260000000,4,9,14,39,43,38,4
6/5/2010,36,20000000,18,34,40,48,59,25,4
6/9/2010,37,28000000,14,22,27,32,49,5,4
6/12/2010,38,44000000,9,12,13,35,38,30,10
6/16/2010,39,60000000,8,11,18,29,36,6,5
6/19/2010,40,78000000,9,30,31,50,54,39,3
6/23/2010,41,97000000,11,30,45,47,48,10,3
6/26/2010,42,20000000,13,30,32,38,57,25,4
6/30/2010,43,27000000,6,38,43,47,48,27,5
7/3/2010,44,41000000,3,10,14,52,53,3,3
7/7/2010,45,54000000,10,41,44,48,56,4,2
7/10/2010,46,72000000,20,21,27,28,56,4,4
7/14/2010,47,20000000,20,21,23,38,42,6,3
7/17/2010,48,27000000,22,27,35,37,45,3,4
7/21/2010,49,37000000,16,22,30,51,58,25,3
7/24/2010,50,52000000,20,30,38,46,59,27,2
7/28/2010,51,67000000,1,11,20,25,27,2,5
7/31/2010,52,85000000,1,16,17,41,57,15,3
8/4/2010,53,20000000,19,28,30,37,53,36,4
8/7/2010,54,25000000,4,22,26,31,52,30,5
8/11/2010,55,38000000,7,10,22,23,52,29,2
8/14/2010,56,51000000,9,33,36,50,58,31,2
8/18/2010,57,64000000,4,32,33,47,55,39,3
8/21/2010,58,80000000,7,10,12,22,27,26,2
8/25/2010,59,20000000,16,17,29,31,36,23,3
8/28/2010,60,25000000,4,22,27,32,56,13,4
9/1/2010,61,34000000,17,20,21,40,51,19,3
9/4/2010,62,47000000,11,14,22,33,42,38,2
9/8/2010,63,62000000,10,35,39,51,57,20,5
9/11/2010,64,79000000,7,17,20,36,59,33,4
9/15/2010,65,94000000,7,20,21,34,43,34,5
9/18/2010,66,112000000,1,18,37,39,44,13,4
9/22/2010,67,20000000,10,24,36,52,55,15,5
9/25/2010,68,25000000,8,16,27,35,42,30,2
9/29/2010,69,35000000,13,44,51,52,55,30,4
10/2/2010,70,48000000,12,20,30,36,47,25,4
10/6/2010,71,60000000,14,26,37,41,46,24,5
10/9/2010,72,20000000,2,6,32,42,49,35,3
10/13/2010,73,25000000,12,22,32,34,46,2,4
10/16/2010,74,34000000,11,12,15,16,28,11,2
10/20/2010,75,46000000,7,17,20,39,59,17,3
10/23/2010,76,59000000,2,7,16,20,46,34,4
10/27/2010,77,72000000,20,24,25,53,59,15,5
10/30/2010,78,87000000,1,7,27,36,49,39,5
11/3/2010,79,104000000,34,38,39,45,50,33,2
11/6/2010,80,123000000,7,12,23,34,38,33,4
11/10/2010,81,20000000,5,8,11,40,44,10,4
11/13/2010,82,25000000,17,30,48,51,54,29,5
11/17/2010,83,35000000,14,16,53,54,59,5,3
11/20/2010,84,50000000,10,12,38,53,57,1,5
11/24/2010,85,64000000,8,20,21,32,37,4,3
11/27/2010,86,79000000,10,30,37,47,54,39,5
12/1/2010,87,95000000,5,10,11,12,20,2,3
12/4/2010,88,20000000,13,24,27,31,42,22,5
12/8/2010,89,25000000,8,11,25,41,58,16,4
12/11/2010,90,37000000,1,8,10,19,20,23,2
12/15/2010,91,20000000,10,11,18,32,45,18,5
12/18/2010,92,25000000,4,11,19,33,43,14,4
12/22/2010,93,35000000,11,33,44,46,47,12,2
12/25/2010,94,46000000,1,17,38,50,52,24,2
12/29/2010,95,20000000,3,16,18,20,37,30,2
1/1/2011,96,25000000,18,22,37,47,54,36,2
1/5/2011,97,34000000,22,26,32,38,40,7,5
1/8/2011,98,51000000,6,7,26,33,52,24,2
1/12/2011,99,67000000,19,21,23,40,48,27,4
1/15/2011,100,82000000,9,13,22,23,37,31,3
1/19/2011,101,96000000,22,36,51,56,59,32,3
1/22/2011,102,118000000,30,31,34,45,51,23,2
1/26/2011,103,20000000,4,5,36,47,58,6,3
1/29/2011,104,25000000,24,28,45,49,52,2,4
2/2/2011,105,35000000,3,14,33,53,57,36,4
2/5/2011,106,50000000,15,37,41,56,59,5,5
2/9/2011,107,63000000,7,11,39,42,51,30,4
2/12/2011,108,82000000,11,32,36,48,52,19,4
2/16/2011,109,101000000,9,13,21,23,48,24,2
2/19/2011,110,126000000,3,12,34,37,42,36,5
2/23/2011,111,155000000,29,32,36,39,49,29,3
2/26/2011,112,184000000,4,13,17,21,45,10,5
3/2/2011,113,20000000,7,31,50,51,58,6,2
3/5/2011,114,25000000,2,23,31,42,48,21,2
3/9/2011,115,40000000,12,20,28,40,48,8,2
3/12/2011,116,54000000,1,4,12,41,47,3,4
3/16/2011,117,67000000,28,39,40,48,53,9,3
3/19/2011,118,85000000,3,11,20,27,46,8,2
3/23/2011,119,101000000,5,15,26,28,32,9,2
3/26/2011,120,125000000,4,10,11,19,33,27,4
3/30/2011,121,153000000,19,20,42,56,58,37,4
4/2/2011,122,187000000,6,22,34,43,45,23,2
4/6/2011,123,218000000,10,18,41,55,56,15,2
4/9/2011,124,20000000,5,14,32,53,56,11,4
4/13/2011,125,27000000,4,23,39,49,50,39,3
4/16/2011,126,43000000,21,33,44,45,55,7,5
4/20/2011,127,56000000,9,24,34,36,43,27,3
4/23/2011,128,72000000,3,11,47,48,58,19,3
4/27/2011,129,20000000,4,24,40,44,55,5,2
4/30/2011,130,25000000,6,13,15,32,41,3,2
5/4/2011,131,36000000,3,15,27,29,41,24,4
5/7/2011,132,50000000,2,11,27,47,55,15,4
5/11/2011,133,65000000,9,17,32,43,45,31,3
5/14/2011,134,81000000,8,17,18,40,44,16,2
5/18/2011,135,97000000,7,12,13,42,49,16,4
5/21/2011,136,120000000,2,8,40,49,50,36,3
5/25/2011,137,144000000,4,23,31,42,50,23,2
5/28/2011,138,171000000,12,20,43,51,55,11,4
6/1/2011,139,200000000,8,18,38,46,56,31,4
6/4/2011,140,20000000,17,19,39,41,58,21,5
6/8/2011,141,25000000,14,37,44,45,53,29,5
6/11/2011,142,20000000,16,18,27,36,50,8,3
6/15/2011,143,25000000,19,20,38,41,43,29,4
6/18/2011,144,36000000,12,21,22,38,41,18,2
6/22/2011,145,48000000,12,15,19,46,59,12,4
6/25/2011,146,63000000,18,36,39,41,57,12,4
6/29/2011,147,76000000,24,30,45,57,59,26,3
7/2/2011,148,20000000,1,11,18,29,51,32,3
7/6/2011,149,25000000,11,15,24,50,55,8,2
7/9/2011,150,36000000,1,9,11,23,31,6,3
7/13/2011,151,48000000,8,18,19,32,54,8,4
7/16/2011,152,61000000,24,28,48,50,54,25,3
7/20/2011,153,76000000,1,4,38,40,42,17,4
7/23/2011,154,92000000,1,7,27,38,48,30,3
7/27/2011,155,111000000,38,40,41,51,59,33,2
7/30/2011,156,133000000,20,40,41,47,55,19,2
8/3/2011,157,160000000,13,19,21,28,49,11,2
8/6/2011,158,180000000,25,30,54,57,59,6,3
8/10/2011,159,220000000,11,18,36,41,46,38,4
8/13/2011,160,20000000,9,12,35,50,58,4,2
8/17/2011,161,25000000,18,28,31,48,52,37,4
8/20/2011,162,37000000,2,17,23,28,47,36,2
8/24/2011,163,47000000,9,13,47,49,53,39,5
8/27/2011,164,61000000,2,12,25,54,58,14,3
8/31/2011,165,75000000,13,19,35,47,57,29,5
9/3/2011,166,91000000,15,25,52,53,54,2,5
9/7/2011,167,107000000,3,5,18,27,54,13,4
9/10/2011,168,20000000,4,19,22,32,53,24,4
9/14/2011,169,25000000,16,41,42,50,59,5,3
9/17/2011,170,20000000,6,20,22,32,43,11,2
9/21/2011,171,25000000,12,47,48,52,55,13,4
9/24/2011,172,30000000,3,4,12,27,44,26,5
9/28/2011,173,37000000,30,41,50,51,53,8,2
10/1/2011,174,47000000,1,12,23,27,43,31,3
10/5/2011,175,58000000,7,20,43,46,54,17,4
10/8/2011,176,71000000,3,27,35,37,45,31,5
10/12/2011,177,86000000,10,12,23,43,47,18,3
10/15/2011,178,105000000,5,10,24,38,43,1,4
10/19/2011,179,124000000,16,26,35,52,58,2,5
10/22/2011,180,148000000,3,8,23,30,58,13,4
10/26/2011,181,173000000,1,18,21,39,55,6,3
10/29/2011,182,203000000,11,16,40,51,56,38,5
11/2/2011,183,245000000,12,14,34,39,46,36,4
11/5/2011,184,20000000,2,33,39,40,43,26,3
11/9/2011,185,25000000,5,35,57,58,59,12,3
11/12/2011,186,35000000,4,35,36,51,56,8,5
11/16/2011,187,46000000,13,22,25,39,51,28,2
11/19/2011,188,60000000,9,16,17,28,30,11,3
11/23/2011,189,20000000,4,30,35,57,59,25,2
11/26/2011,190,25000000,20,37,39,45,55,28,2
11/30/2011,191,31000000,2,6,34,35,47,22,2
12/3/2011,192,40000000,5,18,33,43,45,8,3
12/7/2011,193,52000000,3,14,20,39,40,37,2
12/10/2011,194,67000000,4,19,33,41,59,9,5
12/14/2011,195,78000000,2,24,46,52,56,19,5
12/17/2011,196,91000000,13,28,49,51,59,33,4
12/21/2011,197,104000000,10,13,15,31,54,18,5
12/24/2011,198,125000000,14,16,30,51,52,19,2
12/28/2011,199,20000000,16,21,27,41,45,14,2
12/31/2011,200,25000000,5,23,25,28,40,34,4
1/4/2012,201,30000000,21,35,46,47,50,2,4
1/7/2012,202,44000000,3,21,24,38,39,24,5
1/11/2012,203,54000000,5,19,29,45,47,25,2
1/14/2012,204,66000000,10,30,36,38,41,1,5
1/18/2012,205,80000000,6,29,34,44,50,28,
1/21/2012,206,100000000,12,24,43,44,45,7,
1/25/2012,207,120000000,4,19,28,29,47,5,
1/28/2012,208,146000000,5,33,41,54,59,13,
2/1/2012,209,170000000,8,13,17,34,59,35,
2/4/2012,210,200000000,15,23,43,45,56,7,
2/8/2012,211,250000000,17,28,38,39,51,33,
2/11/2012,212,325000000,1,10,37,52,57,11,
2/15/2012,213,40000000,11,12,32,52,56,11,
2/18/2012,214,50000000,23,28,50,56,59,5,
2/22/2012,215,60000000,7,16,17,39,51,32,
2/25/2012,216,70000000,6,11,42,53,54,7,
2/29/2012,217,40000000,1,4,11,23,26,14,
3/3/2012,218,50000000,29,30,45,47,49,35,
3/7/2012,219,60000000,12,35,45,46,47,12,
3/10/2012,220,40000000,5,14,17,20,41,5,
3/14/2012,221,50000000,1,8,41,46,59,24,
3/17/2012,222,60000000,11,14,49,55,58,30,
3/21/2012,223,70000000,32,43,53,55,56,6,
3/24/2012,224,40000000,1,15,35,37,47,8,
3/28/2012,225,50000000,11,16,29,50,58,33,
3/31/2012,226,60000000,5,14,36,54,58,27,
4/4/2012,227,70000000,1,24,33,45,49,6,
4/7/2012,228,80000000,5,13,17,20,30,18,
4/11/2012,229,94000000,16,23,42,44,47,2,
4/14/2012,230,113000000,14,15,16,19,24,2,
4/18/2012,231,131000000,20,22,39,46,49,29,
4/21/2012,232,152000000,6,8,20,42,51,16,
4/25/2012,233,173000000,4,25,29,34,43,29,
4/28/2012,234,40000000,31,39,40,57,58,33,
5/2/2012,235,50000000,7,8,33,38,50,29,
5/5/2012,236,60000000,9,12,20,44,59,23,
5/9/2012,237,70000000,1,7,11,55,56,1,
5/12/2012,238,80000000,10,24,35,53,58,22,
5/16/2012,239,90000000,3,7,21,28,43,2,
5/19/2012,240,100000000,8,13,35,46,51,30,
5/23/2012,241,110000000,4,7,26,53,59,32,
5/26/2012,242,128000000,13,14,41,49,59,14,
5/30/2012,243,146000000,9,10,24,52,56,14,
6/2/2012,244,164000000,9,10,17,29,45,33,
6/6/2012,245,177000000,19,30,33,48,59,27,
6/9/2012,246,205000000,18,22,45,56,57,27,
6/13/2012,247,240000000,7,10,14,33,57,18,
6/16/2012,248,40000000,8,14,15,16,27,26,
6/20/2012,249,50000000,11,17,29,56,57,14,
6/23/2012,250,60000000,1,3,41,44,53,30,
6/27/2012,251,40000000,6,34,40,46,58,6,
6/30/2012,252,50000000,7,15,20,41,44,22,
7/4/2012,253,60000000,14,19,35,39,56,33,
7/7/2012,254,70000000,3,5,29,39,59,29,
7/11/2012,255,80000000,5,22,36,49,55,23,
7/14/2012,256,90000000,4,16,32,37,46,13,
7/18/2012,257,100000000,2,5,20,23,57,3,
7/21/2012,258,110000000,9,31,38,54,56,20,
7/25/2012,259,121000000,3,14,35,38,46,16,
7/28/2012,260,139000000,5,6,13,36,50,13,
8/1/2012,261,158000000,3,16,48,56,58,4,
8/4/2012,262,181000000,19,30,48,53,55,18,
8/8/2012,263,212000000,3,7,11,15,28,12,
8/11/2012,264,253000000,4,13,39,46,51,1,
8/15/2012,265,320000000,6,27,46,51,56,21,
8/18/2012,266,40000000,14,26,41,55,59,1,
8/22/2012,267,50000000,22,29,31,47,55,19,
8/25/2012,268,60000000,1,6,7,20,49,23,
8/29/2012,269,70000000,25,28,49,54,56,28,
9/1/2012,270,80000000,8,11,21,44,49,22,
9/5/2012,271,90000000,4,19,26,42,51,29,
9/8/2012,272,100000000,6,20,34,44,48,29,
9/12/2012,273,110000000,24,33,36,48,56,6,
9/15/2012,274,125000000,3,20,26,43,48,1,
9/19/2012,275,149000000,1,5,8,39,50,23,
9/22/2012,276,174000000,2,16,18,40,42,33,
9/26/2012,277,200000000,13,26,39,41,42,10,
9/29/2012,278,40000000,14,18,28,29,57,8,
10/3/2012,279,50000000,17,23,36,55,59,10,
10/6/2012,280,40000000,15,26,34,36,59,35,
10/10/2012,281,50000000,18,26,29,35,43,28,
10/13/2012,282,60000000,2,5,25,26,49,18,
10/17/2012,283,70000000,1,7,10,23,42,35,
10/20/2012,284,80000000,4,21,28,31,44,10,
10/24/2012,285,90000000,3,18,21,23,50,4,
10/27/2012,286,100000000,22,32,34,36,56,33,
10/31/2012,287,110000000,1,27,31,45,48,5,
11/3/2012,288,124000000,4,7,9,30,54,25,
11/7/2012,289,143000000,32,34,45,52,58,20,
11/10/2012,290,168000000,32,42,50,54,55,32,
11/14/2012,291,185000000,8,10,30,44,58,13,
11/17/2012,292,214000000,3,15,27,58,59,20,
11/21/2012,293,250000000,8,18,24,30,39,26,
11/24/2012,294,325000000,22,32,37,44,50,34,
11/28/2012,295,550000000,5,16,22,23,29,6,
12/1/2012,296,40000000,3,10,19,36,46,3,
12/5/2012,297,50000000,13,17,19,27,38,12,
12/8/2012,298,40000000,7,23,26,40,53,21,
12/12/2012,299,50000000,8,10,25,36,44,28,
12/15/2012,300,40000000,15,23,40,44,55,14,
12/19/2012,301,50000000,5,8,20,23,30,3,
12/22/2012,302,40000000,1,18,35,39,44,11,
12/26/2012,303,50000000,11,13,23,43,54,4,
12/29/2012,304,40000000,36,46,50,52,55,14,
1/2/2013,305,50000000,18,20,28,35,53,20,
1/5/2013,306,60000000,26,30,49,51,54,25,
1/9/2013,307,70000000,11,13,20,27,59,26,
1/12/2013,308,80000000,10,14,21,23,47,7,
1/16/2013,309,90000000,9,21,28,32,51,35,
1/19/2013,310,100000000,8,28,29,34,38,35,
1/23/2013,311,110000000,11,12,24,43,45,9,
1/26/2013,312,130000000,3,22,26,41,49,18,
1/30/2013,313,151000000,14,16,32,47,52,16,
2/2/2013,314,176000000,11,16,33,40,41,34,
2/6/2013,315,208000000,5,27,36,38,41,12,
2/9/2013,316,40000000,5,6,16,36,58,3,
2/13/2013,317,50000000,12,23,25,27,43,29,
2/16/2013,318,60000000,15,16,46,50,58,29,
2/20/2013,319,70000000,3,17,19,25,32,17,
2/23/2013,320,80000000,2,5,31,39,41,29,
2/27/2013,321,90000000,3,14,20,34,48,21,
3/2/2013,322,103000000,3,8,13,41,56,16,
3/6/2013,323,123000000,6,10,23,41,45,1,
3/9/2013,324,150000000,10,37,40,46,52,12,
3/13/2013,325,183000000,5,9,28,32,38,29,
3/16/2013,326,216000000,3,7,21,44,53,16,
3/20/2013,327,260000000,13,14,17,43,54,15,
3/23/2013,328,320000000,17,29,31,52,53,31,
3/27/2013,329,40000000,7,37,43,48,52,16,
3/30/2013,330,50000000,11,23,26,46,55,27,
4/3/2013,331,40000000,1,6,8,12,35,3,
4/6/2013,332,50000000,4,7,8,29,39,24,
4/10/2013,333,60000000,1,36,40,52,53,20,
4/13/2013,334,70000000,10,12,31,56,57,33,
4/17/2013,335,80000000,13,18,36,48,58,28,
4/20/2013,336,95000000,6,8,30,39,48,20,
4/24/2013,337,116000000,9,19,31,56,59,2,
4/27/2013,338,140000000,3,23,48,54,55,5,
5/1/2013,339,165000000,22,26,31,54,55,18,
5/4/2013,340,191000000,7,12,26,36,40,17,
5/8/2013,341,222000000,21,22,26,30,57,27,
5/11/2013,342,270000000,6,13,19,23,43,16,
5/15/2013,343,360000000,2,11,26,34,41,32,
5/18/2013,344,600000000,10,13,14,22,52,11,
5/22/2013,345,40000000,9,31,35,41,57,26,
5/25/2013,346,50000000,2,6,19,21,27,25,
5/29/2013,347,40000000,9,14,17,49,57,2,
6/1/2013,348,40000000,22,28,33,53,59,14,
6/5/2013,349,50000000,4,26,33,36,55,32,
6/8/2013,350,60000000,2,11,22,26,32,19,
6/12/2013,351,70000000,16,22,23,42,55,32,
6/15/2013,352,85000000,28,36,40,48,55,1,
6/19/2013,353,105000000,7,46,47,52,57,17,
6/22/2013,354,127000000,13,19,23,33,57,28,
6/26/2013,355,40000000,1,18,33,39,46,33,
6/29/2013,356,50000000,8,28,30,53,56,16,
7/3/2013,357,60000000,3,6,29,40,51,4,
7/6/2013,358,70000000,2,13,35,36,52,11,
7/10/2013,359,80000000,30,31,45,55,59,27,
7/13/2013,360,94000000,2,8,22,35,37,6,
7/17/2013,361,116000000,1,22,34,38,42,17,
7/20/2013,362,141000000,14,25,27,38,58,6,
7/24/2013,363,166000000,9,29,40,44,54,7,
7/27/2013,364,196000000,9,23,40,53,58,6,
7/31/2013,365,235000000,8,24,39,49,59,5,
8/3/2013,366,300000000,21,24,36,42,45,15,
8/7/2013,367,425000000,5,25,30,58,59,32,
8/10/2013,368,40000000,4,12,14,37,58,13,
8/14/2013,369,50000000,4,11,17,43,51,20,
8/17/2013,370,60000000,18,21,46,54,56,23,
8/21/2013,371,70000000,30,40,42,46,48,23,
8/24/2013,372,92000000,12,17,25,45,59,19,
8/28/2013,373,116000000,6,7,9,19,32,13,
8/31/2013,374,142000000,2,7,25,40,56,20,
9/4/2013,375,169000000,2,9,26,45,47,11,
9/7/2013,376,203000000,2,19,22,26,45,24,
9/11/2013,377,245000000,11,19,33,42,52,33,
9/14/2013,378,317000000,1,17,25,37,44,20,
9/18/2013,379,400000000,7,10,22,32,35,19,
9/21/2013,380,40000000,12,17,45,54,58,13,
9/25/2013,381,50000000,2,7,17,49,53,23,
9/28/2013,382,60000000,14,47,52,53,54,5,
10/2/2013,383,70000000,4,6,25,42,51,17,
10/5/2013,384,86000000,11,12,17,39,40,5,
10/9/2013,385,108000000,3,9,19,33,38,18,
10/12/2013,386,133000000,8,10,26,57,58,4,
10/16/2013,387,156000000,3,26,28,34,42,28,
10/19/2013,388,186000000,9,33,54,56,57,5,
10/23/2013,389,216000000,3,23,31,34,47,13,
10/26/2013,390,40000000,4,6,34,49,56,29,
10/30/2013,391,50000000,2,36,40,49,54,10,
11/2/2013,392,60000000,13,23,24,27,40,17,
11/6/2013,393,70000000,1,5,10,15,49,22,
11/9/2013,394,87000000,3,9,37,49,56,32,
11/13/2013,395,110000000,5,31,50,55,56,9,
11/16/2013,396,130000000,10,29,37,44,59,10,
11/20/2013,397,40000000,4,18,23,32,45,7,
11/23/2013,398,50000000,5,12,43,52,55,10,
11/27/2013,399,60000000,18,25,50,55,57,17,
11/30/2013,400,70000000,5,26,44,45,57,29,
12/4/2013,401,81000000,6,9,11,31,44,25,
12/7/2013,402,100000000,13,20,32,45,48,17,
12/11/2013,403,122000000,1,10,13,18,19,27,
